,loss,AUC,NPV,accuracy,f1-score,fβ-score,precision (PPV),recall (sensitivity),specificity
0,0.361642062664032,0.8009886145591736,0.900438666343689,0.8131144046783447,0.4604126214981079,0.48828041553497314,0.449682354927063,0.5111963748931885,0.8391317129135132
1,0.3147249221801758,0.8602702021598816,0.9222434163093567,0.8468190431594849,0.5862765312194824,0.608789324760437,0.5579131841659546,0.626552939414978,0.8657044172286987
2,0.2819451093673706,0.8966299891471863,0.9351619482040405,0.8644694685935974,0.6614782810211182,0.6949566006660461,0.6141009330749512,0.7198458909988403,0.8762831687927246
3,0.2626059949398041,0.9117083549499512,0.9421530961990356,0.8739205598831177,0.6935150623321533,0.7322628498077393,0.6384521722793579,0.7610282897949219,0.882290780544281
4,0.2524077594280243,0.9189222455024719,0.9446095824241638,0.8774001002311707,0.7045681476593018,0.7434278726577759,0.6488624215126038,0.7721008658409119,0.8845134377479553
5,0.24382393062114716,0.9247665405273438,0.9470072984695435,0.8815571665763855,0.7196624279022217,0.7594263553619385,0.6629489660263062,0.7888872623443604,0.887266993522644
6,0.24062711000442505,0.9270029067993164,0.9478480815887451,0.8830615282058716,0.7206839323043823,0.7598767280578613,0.6644045114517212,0.7887611985206604,0.8888689875602722
7,0.23553667962551117,0.9296666383743286,0.949634313583374,0.8872301578521729,0.7296789884567261,0.7677772045135498,0.6747046113014221,0.795767605304718,0.8933922648429871
8,0.23310495913028717,0.9317020773887634,0.95076984167099,0.8867937326431274,0.7330124378204346,0.7735152244567871,0.6749866008758545,0.8034274578094482,0.8912522196769714
9,0.2297944277524948,0.9338442087173462,0.9510988593101501,0.8887115120887756,0.7360926866531372,0.7758866548538208,0.6786661744117737,0.8051104545593262,0.8934422731399536
10,0.22636805474758148,0.9360713362693787,0.9528493285179138,0.890824556350708,0.743427574634552,0.7835264801979065,0.6857703924179077,0.8130648136138916,0.8944298028945923
11,0.22417058050632477,0.9371706247329712,0.9529368281364441,0.8923519253730774,0.7444435358047485,0.7828879356384277,0.6887601613998413,0.8110620975494385,0.8971929550170898
12,0.22235481441020966,0.9384018182754517,0.9542672038078308,0.8921796083450317,0.7449829578399658,0.7855896949768066,0.6864637732505798,0.8154553174972534,0.8952370285987854
13,0.2199353724718094,0.9398438334465027,0.9538000822067261,0.8939021825790405,0.7485176920890808,0.7862853407859802,0.6938263177871704,0.8139766454696655,0.8978959321975708
14,0.2175942212343216,0.9407337307929993,0.9545018672943115,0.8956820964813232,0.7519292831420898,0.7880730628967285,0.6995328664779663,0.8145493865013123,0.8999534249305725
15,0.21467448770999908,0.942127525806427,0.9554705023765564,0.8963826894760132,0.7552801966667175,0.7925392389297485,0.7009432315826416,0.8197086453437805,0.8999537825584412
16,0.21413889527320862,0.9429348111152649,0.9556758403778076,0.8981395959854126,0.7596215009689331,0.7961097955703735,0.7064058184623718,0.8227286338806152,0.9020769000053406
17,0.21138568222522736,0.9443935751914978,0.957171618938446,0.8992650508880615,0.763081431388855,0.8003948330879211,0.7086585760116577,0.8276075124740601,0.9020996689796448
18,0.21168579161167145,0.9443321228027344,0.9564536809921265,0.8981741070747375,0.7596181035041809,0.7967075705528259,0.7054999470710754,0.8237503170967102,0.9013383388519287
19,0.20764122903347015,0.9468108415603638,0.9577220678329468,0.8993683457374573,0.7644239664077759,0.8022649884223938,0.7093201875686646,0.8299006223678589,0.9016927480697632
