,loss,AUC,NPV,accuracy,f1-score,fβ-score,precision (PPV),recall (sensitivity),specificity
0,0.47922253608703613,0.5062088966369629,0.8111652135848999,0.7401928901672363,0.17720593512058258,0.1996535360813141,0.22494426369667053,0.2335389405488968,0.7710977792739868
1,0.4730333387851715,0.5157342553138733,0.8724387884140015,0.7589458227157593,0.12438032031059265,0.160744771361351,0.21915483474731445,0.2014574110507965,0.7986364364624023
2,0.4715578556060791,0.5282118916511536,0.8327029943466187,0.7603927254676819,0.14283430576324463,0.17237168550491333,0.20133233070373535,0.20862947404384613,0.8020101189613342
3,0.4629036486148834,0.5823278427124023,0.8347856998443604,0.7614836692810059,0.2127462923526764,0.225858673453331,0.2773459553718567,0.2480446845293045,0.804878830909729
4,0.4713529646396637,0.5277295112609863,0.8449671864509583,0.7606913447380066,0.13758684694766998,0.16907542943954468,0.3281139135360718,0.20698949694633484,0.8020244240760803
5,0.4709798991680145,0.5356760621070862,0.8238294720649719,0.7604272365570068,0.14909951388835907,0.17509718239307404,0.23977842926979065,0.20836563408374786,0.8058075904846191
6,0.4536426365375519,0.6188248991966248,0.8482940196990967,0.7720257043838501,0.24453741312026978,0.2557869553565979,0.435464084148407,0.27506154775619507,0.8156353235244751
7,0.438247412443161,0.6530747413635254,0.8633959293365479,0.7794671654701233,0.3194698691368103,0.3344978988170624,0.38807442784309387,0.35307392477989197,0.8138842582702637
8,0.42797303199768066,0.6790022850036621,0.8697909116744995,0.7861162424087524,0.3437270522117615,0.36018770933151245,0.5723428726196289,0.37932664155960083,0.818358302116394
9,0.4107917845249176,0.710908055305481,0.880435049533844,0.8001837730407715,0.36501115560531616,0.38559454679489136,0.5933663845062256,0.40695297718048096,0.8339000344276428
10,0.39244335889816284,0.7432911396026611,0.8892795443534851,0.8167891502380371,0.38045912981033325,0.3966062366962433,0.6154258251190186,0.41497600078582764,0.8542810678482056
11,0.38340020179748535,0.7632289528846741,0.8888475298881531,0.8208314776420593,0.3827856779098511,0.3953402042388916,0.4234522879123688,0.41069212555885315,0.8623994588851929
12,0.3641245663166046,0.7906980514526367,0.8977358341217041,0.8275723457336426,0.42514097690582275,0.440228134393692,0.4162721633911133,0.45468825101852417,0.864254355430603
13,0.35444068908691406,0.8007451891899109,0.9030832648277283,0.8314997553825378,0.44774025678634644,0.4646986126899719,0.43473362922668457,0.47974008321762085,0.8634120225906372
14,0.34001973271369934,0.8191184401512146,0.9097416400909424,0.8392742276191711,0.4831037223339081,0.5033249258995056,0.4616243839263916,0.5201629400253296,0.8666855096817017
15,0.3436930477619171,0.8170363306999207,0.9072175025939941,0.8370923399925232,0.4802123010158539,0.49988308548927307,0.488741397857666,0.5155394077301025,0.8656013011932373
16,0.3282585144042969,0.8351127505302429,0.9122709035873413,0.8445337414741516,0.4977710247039795,0.5198436379432678,0.4676685631275177,0.5365808606147766,0.8717654347419739
17,0.31630149483680725,0.846490204334259,0.9167278409004211,0.8523885607719421,0.5132474899291992,0.5354962944984436,0.48226112127304077,0.552163302898407,0.8792034387588501
18,0.30945131182670593,0.8540903329849243,0.9192799925804138,0.8565112352371216,0.5211553573608398,0.5434490442276001,0.4896041750907898,0.5599943399429321,0.8829730153083801
19,0.30264103412628174,0.8604502081871033,0.92194664478302,0.8602664470672607,0.5286654829978943,0.5505216121673584,0.49896329641342163,0.5670996308326721,0.8857395648956299
